"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Gene"
"SHLD2",11.9901575214095,2.61933328667934,1.08827973659468,0.00128412390641507,0.00722083363372518,"SHLD2"
"SPATA5",8.73729800578475,2.61705027058156,0.934421783288572,0.00078562356129442,0.00494797818750946,"SPATA5"
"MAP3K7",9.86534068243921,2.61650817982998,0.93816301879851,0.00071399332436426,0.00460494736037944,"MAP3K7"
"SPHK1",14.85462842522,2.61601078702271,0.981638811487241,0.00119343964886856,0.00683880603331774,"SPHK1"
"TAGLN",14.7324325014037,2.61526397173067,1.00505709988554,0.000634008856881336,0.00420224163067081,"TAGLN"
"SLC35E2B",18.4345584822745,2.6143449098241,1.03346698821792,0.00102442932650006,0.00610038382333434,"SLC35E2B"
"PRRC1",16.7907316617099,2.61235907532495,0.974939191090039,0.000757999394122458,0.00481839380942171,"PRRC1"
"DMKN",11.0382882312881,2.61178728202114,0.820458132222183,0.000120057234897134,0.00115564638260752,"DMKN"
"ITPRID2",30.0491222357794,2.61076800268921,0.867077964183062,0.000365036779518314,0.00275658221358198,"ITPRID2"
"MFN1",11.0056133901605,2.60957271296905,0.925150309115927,0.000780607406881747,0.00492884864461392,"MFN1"
"PPP3CA",10.7998831438682,2.60950668289404,1.17986242670252,0.00111017964873989,0.00647459703522221,"PPP3CA"
"NPIPA1",19.7838097863244,2.60835239145017,0.764263848798928,7.0821339726988e-05,0.000759890927624956,"NPIPA1"
"SKP2",9.12791607103173,2.60698475443938,0.91614535818446,0.000857461256258084,0.00529579764518487,"SKP2"
"GGA2",20.1181382641684,2.60514349657598,0.969436157628298,0.0012646068965676,0.00712526317998278,"GGA2"
"YWHAZ",49.0250743432255,2.60058613221308,0.796992716810878,0.000170266854734123,0.00151896522995447,"YWHAZ"
"BAIAP2",18.1194940630454,2.5987224839775,1.06558526828374,0.000664866690648922,0.00434613773551179,"BAIAP2"
"IQSEC1",17.0009666094701,2.59826182767024,0.999776034659765,0.00128401038920766,0.00722083363372518,"IQSEC1"
"YBX3",34.1524015932902,2.59657462026952,0.85868204074865,0.000341497596627586,0.00261981679584387,"YBX3"
"GNAQ",22.4390287957122,2.59625300714719,1.01989126859278,0.000950193859986585,0.00574794068299248,"GNAQ"
"KMT2D",124.415813589023,2.59368169305093,0.693365712625869,2.3091292016368e-05,0.000318344436569069,"KMT2D"
"PNKP",10.6296783719066,2.59307729118747,1.08834797549716,0.00179709502153995,0.00929870001808165,"PNKP"
"EHD1",15.5352052595265,2.58756161943374,1.01774633659714,0.00132851637117405,0.00742319685293021,"EHD1"
"MAP1A",14.3827600776929,2.58671356078399,0.983837797480597,0.00119603412787542,0.00685089511998685,"MAP1A"
"UNK",11.0492151323378,2.58638058580792,1.00056135266249,0.00139455458294405,0.00766191711181273,"UNK"
"VDAC1",10.8193877871064,2.58566761855503,0.841544041559526,0.000285140071027592,0.00227131586453828,"VDAC1"
"FURIN",17.7934329514796,2.58162509029063,0.782104880693223,0.000136242886340707,0.00127668980562369,"FURIN"
"WSB2",15.0557877828788,2.58074803749391,0.949223565674633,0.000746904353492423,0.00476501373327378,"WSB2"
"OGG1",16.5219691420566,2.5799120447467,0.869765973944426,0.00036840137684104,0.00277203400220486,"OGG1"
"SEMA4C",9.11382970048158,2.57939838597202,1.00719584330508,0.00154511440411632,0.00824858770100783,"SEMA4C"
"GPATCH2",4.15171309454103,2.57720123257887,0.971911885270337,0.00136592058191461,0.00754786102587735,"GPATCH2"
"NCOA6",46.8499013609751,2.57718286677164,0.846724336171202,0.00037743523828259,0.00281750520452788,"NCOA6"
"THADA",20.6590130940213,2.57579328440242,0.848960990562756,0.000337195126831227,0.00259385102735551,"THADA"
"PPP2R1A",33.2291040609456,2.57557177708829,0.814415361076886,0.000227482389594173,0.00191114961198292,"PPP2R1A"
"PALM2AKAP2",14.9658605429488,2.57461376385459,0.93142905364748,0.000535867015291056,0.00369562557007219,"PALM2AKAP2"
"GPS2",10.5703340302528,2.57326414283443,1.10328338307536,0.00193060782114359,0.00983823264355575,"GPS2"
"C6orf89",10.0276590698246,2.57024164281805,0.80751024867404,0.000221797707622664,0.00187678048288375,"C6orf89"
"ANP32B",36.5071039522646,2.56956171945298,0.732973680016033,6.89916343589319e-05,0.000743753835428834,"ANP32B"
"MACF1",168.031343061815,2.56659545515848,0.595143509040995,1.99291445350691e-06,4.73308809117749e-05,"MACF1"
"GAN",16.7590636908381,2.56350652443757,0.789885011353712,0.000204733115431455,0.00175764499037782,"GAN"
"MBD6",50.7692367807266,2.56140390892541,0.955617960335682,0.000935328387385484,0.00567914674787188,"MBD6"
"SRSF6",13.181533515154,2.56078832200846,0.883355064233472,0.000520474953970289,0.00360530959536968,"SRSF6"
"LZTR1",16.0670587058955,2.55973147430652,0.892483935854259,0.000578226181575874,0.00391890367954373,"LZTR1"
"DDX21",15.0511217438395,2.55768320158179,0.894842447592674,0.000497551544035772,0.00347033606553282,"DDX21"
"EPS8",20.403223838781,2.55688690493574,0.984707548141117,0.00126083690708499,0.00711536994170049,"EPS8"
"SESTD1",7.31446252017097,2.55392619331804,1.01865644696579,0.00166357740458951,0.0087228246026918,"SESTD1"
"UBA52",21.4913095919637,2.55387498996411,0.864123651169518,0.00057773240406373,0.00391890303572389,"UBA52"
"FAM193B",16.5029831296304,2.55146874944682,1.02064974199197,0.00104652353283875,0.00619540177735417,"FAM193B"
"PPP1R15A",14.8382855424166,2.55019930186486,0.973633117876903,0.00078608810635898,0.00494797818750946,"PPP1R15A"
"NUP54",7.32337338748758,2.54826370806554,0.936057476376678,0.00126437553399683,0.00712526317998278,"NUP54"
"ATP6V1A",8.4323663005516,2.5472265073521,0.958219281475258,0.00121506402450402,0.00692341521381707,"ATP6V1A"
"LIMA1",20.4403383984694,2.5465018541856,0.792690827846694,0.000189695436889655,0.00165060727751706,"LIMA1"
"APOL2",4.81576599481554,2.54570038835481,1.01594330956784,0.00185703964594167,0.00954595388752337,"APOL2"
"PIGS",10.5236811774938,2.54499713017457,0.971206030523489,0.000687580239824011,0.00446287016600992,"PIGS"
"DBN1",16.0512283112574,2.54105681009879,1.09285713595568,0.00108755503622292,0.00638481105810803,"DBN1"
"MYH9",164.089929723275,2.54105015311015,0.852117510112475,0.000338349951448736,0.00260064827077629,"MYH9"
"TRIO",36.2849859967164,2.54025349218579,0.864381177411807,0.000589389390347323,0.00397170313543062,"TRIO"
"DIDO1",18.8652564493219,2.53700986145417,0.858774656475522,0.000469309763635146,0.00331055421322343,"DIDO1"
"GTF3C1",16.4715638173207,2.53698148425348,0.85919897232259,0.000441046843763013,0.0031674209808255,"GTF3C1"
"TCF12",18.9471396088071,2.53645848679446,0.947234853681629,0.000944420302687544,0.00572281444994755,"TCF12"
"URB1",21.8034467744763,2.53600527179464,0.973022650321198,0.00146660252383284,0.00793181215562562,"URB1"
"MTFR1L",12.5201270254028,2.53204707228037,1.02856593810597,0.00129807630263434,0.00729058673788787,"MTFR1L"
"RBM28",35.4620037255614,2.53018558149995,0.747940230953682,0.000119026543658687,0.00114809835388458,"RBM28"
"SEPTIN11",14.6863492262525,2.53015145321385,1.00230351359662,0.0018169140055847,0.00938749974878151,"SEPTIN11"
"TAGLN2",21.8946244283218,2.52998390612026,1.02989530301345,0.00162959313042052,0.00859566275698855,"TAGLN2"
"EHBP1L1",25.1682400930491,2.52922369990291,0.918798768759635,0.00126633648147112,0.00712932303572448,"EHBP1L1"
"BAZ1B",20.1789812083714,2.52841919253914,0.876667984377212,0.000636373948302849,0.00421310498478359,"BAZ1B"
"TXNDC15",10.3316760927146,2.52551101289839,0.963504287992814,0.000800748987559423,0.00502682538569623,"TXNDC15"
"TSPAN31",13.696337852708,2.51936819251309,0.984453506700949,0.00162172386577974,0.0085701495689355,"TSPAN31"
"AKT1",31.7091505813299,2.51775469528725,0.938997116006486,0.000677809760629808,0.00441388466703217,"AKT1"
"PDXDC1",9.58960826925474,2.51346987445293,0.852713779348042,0.000395951254155158,0.00292482340432125,"PDXDC1"
"TENT4A",8.67871501655194,2.51225412583767,0.955171249251937,0.00132001264116484,0.00739536417909292,"TENT4A"
"POLE",16.5037282408153,2.51174281054389,0.921050473844465,0.00084841536385181,0.00524910573843692,"POLE"
"CAPN1",34.0036479306395,2.51116238863598,0.860466749129204,0.000580606303745231,0.0039293810719463,"CAPN1"
"KLHL5",22.0277590764469,2.50876679486115,0.932234192921531,0.000930752366444364,0.00565745693829074,"KLHL5"
"MAFB",10.1832734814796,2.50829515323662,0.982582156292104,0.00165331410293467,0.00867867072383721,"MAFB"
"PES1",10.198367909104,2.50652572582902,1.00874989289184,0.00169634462985447,0.00886175451551699,"PES1"
"BICD2",10.5464122374112,2.50519433679315,0.933541527831638,0.000991051972636114,0.005934133654797,"BICD2"
"CPSF1",22.1632176979838,2.5049298722709,1.0014379697786,0.00139893718296806,0.00767704129418318,"CPSF1"
"TPR",30.1282102962275,2.50439057050932,1.14062686681163,0.00125366520220715,0.00708621718895572,"TPR"
"ILKAP",7.4988939835019,2.50270073064763,0.900967242906098,0.000971930177643702,0.00584191635060959,"ILKAP"
"HNRNPUL1",35.6455560883894,2.50054849530544,0.654544157824022,2.51889506470678e-05,0.000339642234345148,"HNRNPUL1"
"KIAA1671",17.2370837014869,2.49799722961512,0.826224697027432,0.000499885035350047,0.00348145659661484,"KIAA1671"
"MTERF4",13.2389318202869,2.49759110142402,1.02064147804782,0.00150148782437683,0.00807978844107728,"MTERF4"
"AGRN",88.8468772703494,2.49293119856677,0.857775845303421,0.000576445748870957,0.00391246631954635,"AGRN"
"SSR1",17.3453527310234,2.49144719469278,0.923489365558751,0.00120621321457286,0.0068868682566178,"SSR1"
"INPP5E",21.0127229120636,2.48809041219108,0.938767211144614,0.00139722212356404,0.00767358951732741,"INPP5E"
"COBLL1",22.7026151563084,2.48789165989796,0.902294880399962,0.000833764304731988,0.00517886742424955,"COBLL1"
"ENTPD6",9.56305677254073,2.48697896681836,0.912070619752869,0.000896210260463441,0.00548654786828947,"ENTPD6"
"LY6E",26.0394141851074,2.48672622363025,1.0772473715434,0.00181639563283355,0.00938749974878151,"LY6E"
"UQCRB",16.0601557896817,2.48591317907167,0.971034026349305,0.000812570438659009,0.0050852227053545,"UQCRB"
"MRC2",30.2828442260702,2.482963375325,0.811101983788086,0.000362422047415213,0.00273870906525367,"MRC2"
"PHC3",69.3172462124003,2.48201347921871,1.00135583091758,0.00145045055220113,0.00789352429334679,"PHC3"
"CACUL1",21.5805207586642,2.48145640522567,0.850851895505502,0.000459232528071278,0.00326162422177872,"CACUL1"
"NDUFS1",25.1834646445696,2.47992369724583,0.708912683468123,9.91854187630798e-05,0.000992626878570171,"NDUFS1"
"ETV3",6.29048635596246,2.47768865678967,0.93866089525228,0.00118911421198895,0.00681678414994558,"ETV3"
"TMED9",7.53348370756523,2.47729455486068,0.963150528687521,0.00145256644948,0.00789773624378679,"TMED9"
"TNKS2",7.77064343908189,2.47285431829602,1.05084624643,0.00179472630449599,0.00929324932533265,"TNKS2"
"LIMK1",31.749089045118,2.47137988362508,0.856443514070859,0.000377414383901933,0.00281750520452788,"LIMK1"
"SPPL2B",14.2799944211782,2.46967458138243,0.916814885069593,0.00113382077002274,0.00657718444219677,"SPPL2B"
"OBSCN",49.8706184080944,2.46714656303393,0.78992456868534,0.000343347254986385,0.00262919870267929,"OBSCN"
"FLII",20.9362841627585,2.46491923320045,0.984177032615748,0.00145798228950414,0.00792108717146597,"FLII"
"AGAP3",21.158129246237,2.4630788566672,0.873720227454719,0.000552080219271027,0.0037889487996692,"AGAP3"
"RBBP6",22.9303067227831,2.46256454129381,0.969641096111753,0.00178187490938014,0.00923347060669261,"RBBP6"
"SET",63.8852092419116,2.46142099193648,0.652624189121259,3.154781994004e-05,0.000402325339449364,"SET"
"POLR2J3",78.3466097922832,2.46064540773814,0.718254191150733,8.94595839789382e-05,0.000914066074625001,"POLR2J3"
"TBC1D9B",28.1390662778079,2.46060311649996,0.908433557291373,0.00122125418579444,0.00694468527141296,"TBC1D9B"
"EIF4A2",16.9396858817276,2.45812306183603,0.94336290658463,0.00136090456478052,0.00753067103811024,"EIF4A2"
"MAST3",11.1353504262488,2.45753702386791,0.911003431239751,0.000878436589167501,0.00539703801805476,"MAST3"
"SNX15",17.7949624967835,2.45571962293007,0.84524792339259,0.000623530463215642,0.00415064954063428,"SNX15"
"USP7",17.4566473076224,2.45262554774409,0.964661629591319,0.00147344166458654,0.00796434811854437,"USP7"
"CCN1",17.5659986781334,2.45164716707287,1.12330015985491,0.00175961812520653,0.0091382446627319,"CCN1"
"HMGN1",10.4999889007251,2.44972051275075,0.942330279148901,0.00129392457507482,0.00727015831824346,"HMGN1"
"ZHX3",11.1417876567644,2.44335088748726,0.827413951260865,0.000344169332584294,0.00263174071360858,"ZHX3"
"TIMP2",22.0289898217765,2.44208967559458,0.599272485024494,7.91945611857664e-06,0.000144213704138668,"TIMP2"
"HSPD1",17.3525573425052,2.44133796432238,0.938354738542923,0.00132268453352589,0.00740052426621269,"HSPD1"
"RNF213",169.870275280432,2.44013743167223,0.74730617454737,0.000185544783500686,0.0016265095134294,"RNF213"
"PTP4A2",26.4036731343604,2.43942027355025,0.937421484172664,0.00141109036926557,0.00771975145493293,"PTP4A2"
"EGLN2",9.39947050570618,2.43694448745222,1.06083978044281,0.00146229645576693,0.00792820611287382,"EGLN2"
"PJA2",10.344989969055,2.43593844814012,0.987543613251282,0.00136392746006874,0.00754350643375002,"PJA2"
"CANX",85.4099949612594,2.4345302615275,0.759899918247485,0.000203175482924182,0.00174533297823806,"CANX"
"ARFGEF1",20.5828429267111,2.43057942440323,0.751188718072432,0.000172646916937729,0.0015334214853847,"ARFGEF1"
"PXN",57.1500830940827,2.43054712869518,0.789120609015858,0.000338446831077602,0.00260064827077629,"PXN"
"SLC2A9",13.8072881741971,2.43041361867361,0.959867079971067,0.00193489494980256,0.00984942382408502,"SLC2A9"
"ZMYM2",20.1971628187082,2.42906749252435,0.98899517920534,0.00193680003506382,0.00985202350449492,"ZMYM2"
"TM9SF3",19.2734040804577,2.42902801061439,0.854995448204049,0.000620277255360647,0.00413691110823382,"TM9SF3"
"SYT7",10.6734353428488,2.42547800244625,0.943179675914752,0.00185851263581594,0.00955005165698732,"SYT7"
"EEF1D",28.8058847869668,2.42417187254259,0.906944691891239,0.000677603703856734,0.00441388466703217,"EEF1D"
"AP1G2",16.3405841057037,2.42349477461176,0.816778635295468,0.000568079887064096,0.00387242493203219,"AP1G2"
"ADCY6",16.0276033905332,2.42325685884601,1.07624689592321,0.00152748313980007,0.00818017716668749,"ADCY6"
"ZNFX1",14.4815527746521,2.42252189373025,0.797738239218965,0.000362261480020343,0.00273870906525367,"ZNFX1"
"PODXL",7.15906984414718,2.42116168570024,0.871421213544193,0.000844865086173037,0.00522942993110433,"PODXL"
"DES",58.642740348354,2.42042002821402,0.766328017147098,0.000171201517566318,0.00152633983894615,"DES"
"HK1",14.3477592656232,2.41917505870248,0.917648536706731,0.000656773162669378,0.0043186884884509,"HK1"
"ZNF154",10.1735926409178,2.41907150924457,0.830035946024357,0.000571315796443921,0.0038892859595915,"ZNF154"
"RBM8A",9.16041609292885,2.41690757754714,0.857499529531129,0.000877946724771159,0.00539703801805476,"RBM8A"
"AFDN",26.1588618638265,2.41622463536218,0.914873482634601,0.00114661431456678,0.00663234010607582,"AFDN"
"APP",75.8099343793483,2.41536231906484,0.929997500599808,0.0013508966406147,0.0075157300870079,"APP"
"BCL6",15.7853024732202,2.41412997905894,1.02238018546375,0.00166803099399182,0.00873969075865719,"BCL6"
"NPLOC4",35.7004688634875,2.41290822251999,0.615317810632735,2.03655938863801e-05,0.000289232369053706,"NPLOC4"
"SLC20A1",16.7321825259225,2.41211084158405,1.0539398283531,0.0013153697152759,0.00737306205734382,"SLC20A1"
"ADCY3",19.5827671192047,2.41114290027583,0.960365897013186,0.00103400875217752,0.00614706675516219,"ADCY3"
"ZNF703",20.4692907369641,2.40484266122055,1.00603773228864,0.00135285987550066,0.00751672724796882,"ZNF703"
"TNPO2",20.1301305184911,2.39795317771602,0.927932490910373,0.00124234662739594,0.00702889831460011,"TNPO2"
"SLC16A10",23.6170127974022,2.39709959241357,0.940620637805141,0.00164748307799314,0.00865593359362928,"SLC16A10"
"ANXA8",8.75081520595948,2.39703245935931,0.836249496202166,0.000656208248040671,0.00431698265971262,"ANXA8"
"AHR",36.6629732382225,2.39536048444121,0.829244115547331,0.000732119890880635,0.00468337989046367,"AHR"
"MAN2C1",30.3171955417333,2.39255862065978,0.989290666702122,0.0019671861929303,0.00997427631585867,"MAN2C1"
"ABI2",42.1606668319302,2.38689898994012,0.956660675206592,0.00118778589191084,0.00681193280787015,"ABI2"
"PFKL",28.2319547662472,2.38653234403309,0.794839903520416,0.000465312569795598,0.0032876659618908,"PFKL"
"FAM83H",59.6537200269298,2.38205393293305,0.942670431988014,0.00164581619668512,0.00865593359362928,"FAM83H"
"CUL4A",7.9027831732301,2.38059372730145,0.955679573858707,0.00162090067500753,0.0085690039051745,"CUL4A"
"SLC12A2",16.6735626556873,2.37920559950006,0.869306412068262,0.000940988731853071,0.00570847233126363,"SLC12A2"
"UBAC2",15.7078620171065,2.37653572798246,1.02413880481216,0.00121146737980531,0.00690570614926538,"UBAC2"
"PRKCSH",39.2268277461082,2.37601572057757,0.806986072688784,0.000604397372680887,0.00405543175372916,"PRKCSH"
"CTSD",43.8128182261325,2.37518246505343,0.813403167544913,0.000530709262785778,0.00366542159942612,"CTSD"
"AGPAT3",16.786198498836,2.37421753133062,0.886853767389596,0.000980650851142777,0.00588432151910768,"AGPAT3"
"PLPP2",13.35745807715,2.3741802229299,0.872607279400385,0.00102725880343858,0.00611208174795391,"PLPP2"
"RPS9",31.4920815193224,2.37185621173837,0.790582252795508,0.000392614116269156,0.00290777257704374,"RPS9"
"PPFIA1",15.7493915565895,2.36846487551695,0.9880085986474,0.00133283818771368,0.00744401399326825,"PPFIA1"
"CALR",51.1543466541398,2.36765906849868,0.818542347445138,0.000580356422867093,0.0039293810719463,"CALR"
"BCL7C",8.03500693563676,2.36634924475272,0.933847432409071,0.00180833442679998,0.00935343110728788,"BCL7C"
"PDCD11",14.3764085605228,2.36524660045787,0.820866304210975,0.000658642508380624,0.00432695364292264,"PDCD11"
"CMIP",32.4070781142186,2.36473726251425,0.783292765125677,0.00030533095598367,0.00239742044961811,"CMIP"
"OBSL1",15.9471656835598,2.3635954400733,0.925548876632011,0.00184311092534288,0.00948876967543065,"OBSL1"
"MKI67",22.706818526312,2.36097457706565,0.89914584528973,0.00138340115323593,0.00762732801263242,"MKI67"
"ASCC2",12.8681174828804,2.35802706873256,0.897980724130696,0.00152606005916458,0.00817776059766956,"ASCC2"
"PABPC1L",9.01492274564771,2.35667680508586,0.95358129047547,0.0019720826912065,0.00999193277498711,"PABPC1L"
"EMC1",45.0813853956285,2.35530096773747,0.785106146550832,0.000387191984349039,0.00287514972718669,"EMC1"
"GABBR1",18.4840304251775,2.35464260589864,0.786725709326024,0.000441494670264412,0.0031674209808255,"GABBR1"
"DYNC1H1",129.146244883589,2.35110311704923,0.572561928039361,8.65605958456478e-06,0.000154322265502391,"DYNC1H1"
"PPP1R9B",14.2715162214137,2.34887542949301,0.922714515828209,0.0011058371621462,0.00646071017698131,"PPP1R9B"
"CAPNS1",9.12004479403068,2.34600775817493,0.881193715544195,0.00149368662188384,0.00805007080619394,"CAPNS1"
"MFGE8",16.7257705390952,2.34467017462391,0.821166041858974,0.000623581414957652,0.00415064954063428,"MFGE8"
"CLASRP",12.0532848069365,2.34363562221053,0.950516408171271,0.000933870659655447,0.00567348507807013,"CLASRP"
"SCAF1",37.358269374347,2.34267582911401,0.743896054512718,0.000327368626660193,0.00253284187253536,"SCAF1"
"D2HGDH",19.5082254075391,2.33876540680113,0.946138700381077,0.0018547543833885,0.00954114823140259,"D2HGDH"
"STAT6",32.1093968915122,2.33660261768359,0.867832191323355,0.00104188202117406,0.00618319996081489,"STAT6"
"CALU",13.2113751395902,2.33545811551475,0.88876590006311,0.0016465091064936,0.00865593359362928,"CALU"
"ENO1",37.5097404244742,2.33312158735076,0.991735658887993,0.00191284516157912,0.00978299492518079,"ENO1"
"CCNL1",9.38140626846232,2.3283170139625,0.926965810003757,0.00143836010173632,0.00783859105192286,"CCNL1"
"PPP6R3",10.7665840929021,2.31977489416713,0.905153488738717,0.00115767767406757,0.00668265654095131,"PPP6R3"
"TANC1",17.2435938398884,2.31505223622991,0.901339030064603,0.000869274949255231,0.00535705377580709,"TANC1"
"SON",50.4039944645806,2.31451123214093,1.00557013544408,0.000973465181982843,0.00584865496879233,"SON"
"ACTN4",32.9475109112539,2.31372814850823,0.949508987051619,0.00168585354006277,0.00881346517744247,"ACTN4"
"SMURF1",9.5533776298335,2.31252513604496,0.894212123042794,0.00184378526944597,0.00948876967543065,"SMURF1"
"CERCAM",15.8045445982925,2.31209142773803,0.811776705694608,0.000603532588724331,0.00405540609189896,"CERCAM"
"MBD2",15.1933354355011,2.31077336693264,0.833641807070455,0.000615821786284753,0.0041203492717755,"MBD2"
"LMO7",25.9945403919617,2.31069812694498,0.771929723850484,0.000578826416471966,0.00392109112711666,"LMO7"
"RSL1D1",33.2931977224216,2.30822497919273,0.769881551452491,0.000350344082948272,0.00266740960999032,"RSL1D1"
"PSMD3",16.3984736373406,2.30670979403001,0.847511754227666,0.00138629869011737,0.00763436741623095,"PSMD3"
"MYO1D",9.82912843137186,2.2991516143814,0.877103925820334,0.00113053973146644,0.00656354024048981,"MYO1D"
"SSRP1",25.0850522373077,2.29748821471093,1.33595279778248,0.0011727339909081,0.00675026640550812,"SSRP1"
"SETBP1",12.756852892856,2.29456926777134,0.852283135062791,0.000886427475610185,0.00543431959125706,"SETBP1"
"SMAD2",109.620892707633,2.29171174863724,0.859570405427354,0.000820622806123626,0.00511974431493729,"SMAD2"
"HSD17B4",51.007083072997,2.28719900181683,0.774356775358393,0.000583634293904974,0.00394420669879062,"HSD17B4"
"ZC3HAV1",9.90441657923576,2.28687582998469,0.903063102340544,0.00187731499721239,0.00962916088043855,"ZC3HAV1"
"TSC22D1",17.6424069482375,2.28477946110145,0.953996594452202,0.00141498771190417,0.00773807715051002,"TSC22D1"
"ERCC2",19.4818699259235,2.28084719167382,0.760308601404786,0.000556326077315414,0.00380727378660565,"ERCC2"
"KAT6A",24.9870385364098,2.27981315495226,0.72589485726893,0.00034619134672961,0.00264148483835644,"KAT6A"
"SH3GLB2",15.5353168718408,2.27372283548451,0.99163806902802,0.00146594652548146,0.00793181215562562,"SH3GLB2"
"FLNA",85.2922015907055,2.27176160695373,0.697078248719661,0.000228010030093771,0.00191217194970628,"FLNA"
"PLEKHG4B",13.9360706885192,2.27146144787607,0.830620425417186,0.0013875476220527,0.00763745913855329,"PLEKHG4B"
"KDM2B",11.1399422226822,2.26885244468325,0.839496026901238,0.001067988013352,0.00629084560928602,"KDM2B"
"ATAD3B",13.7245420204868,2.26665109793456,0.884721471132406,0.00192559267042529,0.00982685085799199,"ATAD3B"
"ZNF316",12.5785423062206,2.26621017672116,0.873745258098937,0.00150634429237486,0.0080997531185499,"ZNF316"
"PER2",18.9029640098525,2.26419797805865,0.913309899172715,0.00171466528235241,0.00894423591912952,"PER2"
"SSH2",11.4070536701562,2.26271215831156,0.848714325923086,0.00152111088216459,0.00815742613884928,"SSH2"
"SNX13",15.7165062850274,2.25417029303852,0.838843523768099,0.00158976619304241,0.00844215788322778,"SNX13"
"STAT5B",16.3337277905421,2.25083873757413,0.823054835873022,0.00121717810953902,0.00692987262928921,"STAT5B"
"CD46",57.6745467517238,2.25017312653653,0.697879274929111,0.000270069630947732,0.00217952824381633,"CD46"
"TCIRG1",21.9058864280089,2.23808540191953,0.868785657048188,0.00177110169619201,0.00918775259504013,"TCIRG1"
"TTPAL",14.5248234648666,2.23504828684947,0.865615413511798,0.00166786631583247,0.00873969075865719,"TTPAL"
"PARP9",11.2458027489752,2.23452021477979,0.841418969130115,0.00138424370449616,0.00762899679728366,"PARP9"
"RNF10",15.4459396762985,2.23357260647027,0.714782693331867,0.000377938216669965,0.00281977029554555,"RNF10"
"WWC3",13.4346568689994,2.23341278313608,0.720695227155726,0.000448594986679064,0.00320318128184025,"WWC3"
"ADD1",27.6877574687869,2.23288862868271,0.88331085651978,0.00155388741592494,0.00828290572404201,"ADD1"
"ATP2A2",95.5760343540466,2.23038054411946,0.675161260910202,0.00018731512359806,0.00163492897564187,"ATP2A2"
"ZKSCAN1",17.4094230702609,2.21941372024287,0.834975943986244,0.0010410654952812,0.00618121702261289,"ZKSCAN1"
"DEK",20.5965848068529,2.21799844584668,0.678577665696596,0.000276409718122345,0.00222037902698905,"DEK"
"AAK1",38.8479535952586,2.21791884788069,0.697844688411743,0.000327471665212801,0.00253284187253536,"AAK1"
"GPR107",15.3352244296663,2.21615297962436,0.866068835117681,0.00177981889993205,0.00922619988075564,"GPR107"
"PCDH7",14.9629959064599,2.21134741064486,0.796793497236927,0.000925364132068916,0.00564353369197378,"PCDH7"
"GAK",36.2332448949627,2.20979170990091,0.791184701932585,0.00115625253011248,0.00667988736836448,"GAK"
"SQSTM1",40.1915464123414,2.208868496303,0.79660278890911,0.000777088708999442,0.00491101992257206,"SQSTM1"
"ADGRG1",21.7983911003374,2.2042509369226,0.685329333457383,0.000239326488680728,0.00198419793165901,"ADGRG1"
"FKBP9",17.2031320964135,2.19984867594385,0.687305801697894,0.000277203897137993,0.00222313749742167,"FKBP9"
"PCNX4",16.742691117721,2.19953935083921,0.795633981544306,0.0011092455181308,0.00647182015553522,"PCNX4"
"PRDX1",10.7233245885414,2.19771374135899,0.861140735232641,0.00182000042363271,0.00939314316521325,"PRDX1"
"ARHGEF1",39.2143372082337,2.19381796793692,0.832338933988601,0.00153710424149276,0.00822446801837722,"ARHGEF1"
"SSH1",24.50687707797,2.1936186891744,0.755825197212192,0.000621332919403573,0.00413958297222626,"SSH1"
"H6PD",30.1390757915463,2.19180307248168,0.826875134393469,0.00108366829851424,0.00636993208248948,"H6PD"
"ITGB5",22.3125719893121,2.18707781454376,0.803209626309865,0.0010908998779595,0.00639647559147124,"ITGB5"
"LTBP3",67.3596551238364,2.18684088208678,0.782094888070844,0.00100891905296714,0.00601562664028636,"LTBP3"
"ANKRD13D",14.0958970326969,2.18519370962709,0.967345611272946,0.00189954276669948,0.00972815701314802,"ANKRD13D"
"AKAP13",49.3621535120204,2.17867911508902,0.675039191685061,0.000190681942302575,0.00165613185413502,"AKAP13"
"LAMA4",36.7383035722408,2.17822157231331,0.76650627287881,0.00079969248551528,0.0050244763671877,"LAMA4"
"ABHD17A",25.6540545089517,2.17289467869759,0.834079450092084,0.0019007459849481,0.00972815701314802,"ABHD17A"
"AK2",27.6738837079124,2.17230686693329,0.537923561960323,1.13205786684973e-05,0.000188925900497039,"AK2"
"MACROH2A1",15.1695599131072,2.16960012654699,0.833138546832055,0.00155598856562228,0.00829097828838929,"MACROH2A1"
"MSN",48.3422166227405,2.16329112703413,0.737284145803568,0.000616240666080622,0.00412120059270482,"MSN"
"COL27A1",56.3169350564588,2.15825272619708,0.759241080229447,0.000589129064936896,0.00397170313543062,"COL27A1"
"SNRNP200",51.3894447003508,2.15341996957282,0.639669735711878,0.000134873188506498,0.00126835507943528,"SNRNP200"
"PCF11",18.0107234944597,2.15182150218133,0.861461843965602,0.00123804001214135,0.00700990001978444,"PCF11"
"MFSD14C",105.58915107943,2.15041038290427,0.838036630917908,0.00194913641205293,0.00990408005707297,"MFSD14C"
"ZMYND8",15.2381941255169,2.14399273466169,0.861634905234245,0.00154168300906154,0.00824272516119887,"ZMYND8"
"COPA",52.4427971300703,2.13829108044446,0.607405679422875,9.77541497614388e-05,0.000982477873598074,"COPA"
